sample,fileName,individual,tissue,n.raw.reads,CPM,igRPM,immune.diversity
GTEX-R55C-1126-SM-48FCJ,G33607.GTEX-R55C-1126-SM-48FCJ.4,GTEX-R55C,Colon - Transverse,69893333.0,9.915108784410096,42.836703752559636,6.18537861612
GTEX-R55F-0126-SM-48FCK,G33608.GTEX-R55F-0126-SM-48FCK.4,GTEX-R55F,Skin - Sun Exposed (Lower leg),66093333.0,0.04539035729972946,0.10591083369936874,1.07899220788
GTEX-R55C-0826-SM-48FCL,G33609.GTEX-R55C-0826-SM-48FCL.4,GTEX-R55C,Esophagus - Mucosa,76600000.0,1.5926892950391645,9.073107049608355,4.18443801859
GTEX-R55C-1026-SM-48FCM,G33610.GTEX-R55C-1026-SM-48FCM.4,GTEX-R55C,Stomach,71466666.0,0.013992537443960238,0.027985074887920475,0.0
GTEX-R55C-0726-SM-48FCN,G33611.GTEX-R55C-0726-SM-48FCN.4,GTEX-R55C,Esophagus - Muscularis,68373333.0,0.08775351056822109,0.2778861167993668,1.73619532333
GTEX-R53T-1026-SM-48FCO,G33612.GTEX-R53T-1026-SM-48FCO.4,GTEX-R53T,Esophagus - Muscularis,68106666.0,0.014682850574421012,0.058731402297684046,0.0
GTEX-R53T-0826-SM-48FCP,G33613.GTEX-R53T-0826-SM-48FCP.4,GTEX-R53T,Artery - Aorta,75893333.0,0.2767041473853836,2.160927627200139,2.57097356634
GTEX-R53T-1326-SM-48FCQ,G33614.GTEX-R53T-1326-SM-48FCQ.4,GTEX-R53T,Colon - Transverse,78386666.0,29.609627739493348,273.12043096717497,7.00967085573
GTEX-R55E-1326-SM-48FCR,G33615.GTEX-R55E-1326-SM-48FCR.4,GTEX-R55E,Esophagus - Mucosa,70906666.0,0.014103046390589003,0.07051523195294501,0.0
GTEX-R53T-0726-SM-48FCS,G33616.GTEX-R53T-0726-SM-48FCS.4,GTEX-R53T,Artery - Coronary,70013333.0,0.1285469440513566,0.628451726473299,2.02292858179
GTEX-R53T-1226-SM-48FCT,G33617.GTEX-R53T-1226-SM-48FCT.4,GTEX-R53T,Stomach,76493333.0,1.5295450650581535,5.150775689170192,4.50791893366
GTEX-RM2N-1926-SM-48FCU,G33618.GTEX-RM2N-1926-SM-48FCU.4,GTEX-RM2N,Liver,75813333.0,1.833450588434095,5.513542057305409,4.76257420566
GTEX-RN64-0726-SM-48FCV,G33619.GTEX-RN64-0726-SM-48FCV.4,GTEX-RN64,Artery - Coronary,63773333.0,0.04704160593268663,0.09408321186537326,1.09861228867
GTEX-RM2N-1326-SM-48FCW,G33620.GTEX-RM2N-1326-SM-48FCW.4,GTEX-RM2N,Testis,62693333.0,0.015950659378725328,0.07975329689362663,0.0
GTEX-R55E-2726-SM-48FCX,G33621.GTEX-R55E-2726-SM-48FCX.4,GTEX-R55E,Pituitary,80440000.0,0.04972650422675286,0.14917951268025859,1.24245332489
GTEX-RM2N-1126-SM-48FCY,G33622.GTEX-RM2N-1126-SM-48FCY.4,GTEX-RM2N,Prostate,82560000.0,0.036337209302325583,0.13323643410852712,1.09005965871
GTEX-R55E-0726-SM-48FCZ,G33623.GTEX-R55E-0726-SM-48FCZ.4,GTEX-R55E,Testis,76040000.0,0.0,0.0,0.0
GTEX-RM2N-0926-SM-48FD1,G33624.GTEX-RM2N-0926-SM-48FD1.4,GTEX-RM2N,Colon - Transverse,68840000.0,18.76815804764672,93.31783846600814,6.74915545721
GTEX-R55E-0326-SM-48FD2,G33625.GTEX-R55E-0326-SM-48FD2.4,GTEX-R55E,Artery - Tibial,68866666.0,0.014520813306106614,0.02904162661221323,0.0
GTEX-RM2N-0826-SM-48FD3,G33626.GTEX-RM2N-0826-SM-48FD3.4,GTEX-RM2N,Stomach,78786666.0,4.290066037316517,15.726011302470903,5.56013736499
GTEX-R53T-1126-SM-48FD4,G33627.GTEX-R53T-1126-SM-48FD4.4,GTEX-R53T,Esophagus - Mucosa,75346666.0,1.2873827755032983,3.6896124906177,4.44057539967
GTEX-RM2N-0726-SM-48FD5,G33628.GTEX-RM2N-0726-SM-48FD5.4,GTEX-RM2N,Esophagus - Mucosa,73346666.0,0.8725686318175662,2.863115823151389,3.97194132731
GTEX-RM2N-0626-SM-48FD6,G33629.GTEX-RM2N-0626-SM-48FD6.4,GTEX-RM2N,Esophagus - Muscularis,83266666.0,0.024019215564605408,0.048038431129210815,0.69314718056
GTEX-RN64-1626-SM-48FD7,G33630.GTEX-RN64-1626-SM-48FD7.5,GTEX-RN64,Kidney - Cortex,78306666.0,0.012770304893327982,0.05108121957331193,0.0
GTEX-RM2N-0326-SM-48FD8,G33631.GTEX-RM2N-0326-SM-48FD8.4,GTEX-RM2N,Pancreas,64866666.0,0.03083247719252289,0.07708119298130722,0.673011667009
GTEX-REY6-0926-SM-48FDA,G33633.GTEX-REY6-0926-SM-48FDA.4,GTEX-REY6,Artery - Coronary,67626666.0,0.02957413278365667,0.07393533195914168,0.673011667009
GTEX-R55G-0626-SM-48FDB,G33634.GTEX-R55G-0626-SM-48FDB.4,GTEX-R55G,Artery - Aorta,67666666.0,0.07389162634375987,0.3694581317187993,1.28872456304
GTEX-R55G-1226-SM-48FDC,G33635.GTEX-R55G-1226-SM-48FDC.4,GTEX-R55G,Colon - Transverse,76146666.0,11.07074077281335,57.559972487830265,6.32489857975
GTEX-RM2N-0126-SM-48FDD,G33636.GTEX-RM2N-0126-SM-48FDD.4,GTEX-RM2N,Adrenal Gland,65440000.0,0.3056234718826406,2.5061124694376526,2.00175495871
GTEX-RNOR-1326-SM-48FDE,G33637.GTEX-RNOR-1326-SM-48FDE.4,GTEX-RNOR,Esophagus - Muscularis,71066666.0,0.014071294691100326,0.07035647345550163,0.0
GTEX-R55G-1126-SM-48FDG,G33639.GTEX-R55G-1126-SM-48FDG.4,GTEX-R55G,Stomach,59626666.0,0.15093917878957042,0.4025044767721878,2.14196333177
GTEX-R55G-0426-SM-48FDH,G33640.GTEX-R55G-0426-SM-48FDH.2,GTEX-R55G,Artery - Coronary,138040000.0,0.1955954795711388,1.050420168067227,2.90087495273
GTEX-R55G-1026-SM-48FDI,G33641.GTEX-R55G-1026-SM-48FDI.4,GTEX-R55G,Esophagus - Mucosa,73066666.0,0.24635036721122597,1.1906934415209256,2.27501643384
GTEX-RNOR-1426-SM-48FDJ,G33642.GTEX-RNOR-1426-SM-48FDJ.4,GTEX-RNOR,Liver,71133333.0,0.393626993409686,1.377694476933901,3.06611112872
GTEX-REY6-1426-SM-48FDK,G33643.GTEX-REY6-1426-SM-48FDK.4,GTEX-REY6,Esophagus - Muscularis,74333333.0,0.013452914858533251,0.026905829717066503,0.0
GTEX-REY6-1726-SM-48FDL,G33644.GTEX-REY6-1726-SM-48FDL.5,GTEX-REY6,Adrenal Gland,65653333.0,0.0304630383350073,0.0609260766700146,0.69314718056
GTEX-R55G-0326-SM-48FDM,G33645.GTEX-R55G-0326-SM-48FDM.4,GTEX-R55G,Pancreas,69080000.0,0.04342790966994789,0.08685581933989578,1.09861228867
GTEX-R55G-0926-SM-48FDN,G33646.GTEX-R55G-0926-SM-48FDN.4,GTEX-R55G,Esophagus - Muscularis,68440000.0,0.1315020455873758,0.7597895967270601,1.76170510773
GTEX-REY6-1326-SM-48FDO,G33647.GTEX-REY6-1326-SM-48FDO.4,GTEX-REY6,Esophagus - Mucosa,63413333.0,0.20500420629207425,0.9146341511492544,2.15050747478
GTEX-RNOR-1226-SM-48FDQ,G33648.GTEX-RNOR-1226-SM-48FDQ.4,GTEX-RNOR,Esophagus - Mucosa,67600000.0,0.22189349112426035,0.591715976331361,2.61595438669
GTEX-REY6-1226-SM-48FDR,G33649.GTEX-REY6-1226-SM-48FDR.4,GTEX-REY6,Liver,76800000.0,0.026041666666666668,0.052083333333333336,0.69314718056
GTEX-R55G-0126-SM-48FDS,G33650.GTEX-R55G-0126-SM-48FDS.4,GTEX-R55G,Adrenal Gland,71946666.0,0.06949592354981397,0.2223869553594047,1.38629436112
GTEX-REY6-0126-SM-48FDT,G33651.GTEX-REY6-0126-SM-48FDT.4,GTEX-REY6,Testis,77973333.0,0.012824897455646791,0.07694938473388074,0.0
GTEX-REY6-1126-SM-48FDU,G33652.GTEX-REY6-1126-SM-48FDU.4,GTEX-REY6,Artery - Aorta,61333333.0,0.17934782706167296,0.5543478290997165,2.32314773972
GTEX-RN64-1826-SM-48FDV,G33653.GTEX-RN64-1826-SM-48FDV.4,GTEX-RN64,Liver,60333333.0,0.16574585726931412,0.4143646431732853,2.28244957944
GTEX-RN64-2326-SM-48FDW,G33654.GTEX-RN64-2326-SM-48FDW.4,GTEX-RN64,Testis,67013333.0,0.014922403576016732,0.10445682503211712,0.0
GTEX-RN64-1026-SM-48FDX,G33655.GTEX-RN64-1026-SM-48FDX.4,GTEX-RN64,Esophagus - Mucosa,61973333.0,0.0,0.0,0.0
GTEX-RNOR-2426-SM-48FDY,G33656.GTEX-RNOR-2426-SM-48FDY.4,GTEX-RNOR,Pituitary,62600000.0,0.11182108626198083,0.43130990415335463,1.81264470048
GTEX-R55E-1126-SM-48FDZ,G33657.GTEX-R55E-1126-SM-48FDZ.4,GTEX-R55E,Artery - Aorta,74946666.0,0.04002846504206071,0.21348514689099046,0.947057152283
GTEX-R3RS-0626-SM-48FE1,G33658.GTEX-R3RS-0626-SM-48FE1.4,GTEX-R3RS,Breast - Mammary Tissue,72293333.0,7.8707119507133525,34.22168957129145,6.0311928382
GTEX-QVUS-0426-SM-48FE3,G33660.GTEX-QVUS-0426-SM-48FE3.4,GTEX-QVUS,Artery - Aorta,72306666.0,0.24893970356757977,1.6181080731892685,2.42676666648
GTEX-QXCU-1926-SM-48FE4,G33661.GTEX-QXCU-1926-SM-48FE4.4,GTEX-QXCU,Stomach,80640000.0,5.9523809523809526,40.14136904761905,5.44700885291
GTEX-R3RS-1326-SM-48FE7,G33664.GTEX-R3RS-1326-SM-48FE7.4,GTEX-R3RS,Esophagus - Mucosa,71693333.0,0.13948298372458148,0.48819044303603515,2.01823494748
GTEX-R55D-1226-SM-48FE9,G33666.GTEX-R55D-1226-SM-48FE9.4,GTEX-R55D,Esophagus - Muscularis,65666666.0,0.1370558389548816,0.39593909031410246,2.1417482669
GTEX-R55D-0826-SM-48FEA,G33667.GTEX-R55D-0826-SM-48FEA.4,GTEX-R55D,Breast - Mammary Tissue,68880000.0,0.04355400696864112,0.2613240418118467,1.03662796886
GTEX-R55D-1126-SM-48FEB,G33668.GTEX-R55D-1126-SM-48FEB.4,GTEX-R55D,Esophagus - Mucosa,83573333.0,13.903956660433778,120.79211917993028,5.90468603256
GTEX-R53T-0326-SM-48FEC,G33669.GTEX-R53T-0326-SM-48FEC.4,GTEX-R53T,Liver,71133333.0,0.23898781742730937,0.5482661693920626,2.80575357595
GTEX-R55C-1426-SM-48FED,G33670.GTEX-R55C-1426-SM-48FED.4,GTEX-R55C,Testis,83346666.0,0.0,0.0,0.0
GTEX-R45C-1226-SM-48FEE,G33671.GTEX-R45C-1226-SM-48FEE.4,GTEX-R45C,Esophagus - Mucosa,66360000.0,0.045207956600361664,0.12055455093429777,1.08219553004
GTEX-R55D-1826-SM-48FEF,G33672.GTEX-R55D-1826-SM-48FEF.4,GTEX-R55D,Colon - Transverse,65360000.0,20.914932680538556,118.81884944920441,6.70208063223
GTEX-R55C-1626-SM-48FEG,G33673.GTEX-R55C-1626-SM-48FEG.4,GTEX-R55C,Adipose - Subcutaneous,76893333.0,0.2861106306836771,2.0938096154578187,2.82609498392
GTEX-R53T-0226-SM-48FEH,G33674.GTEX-R53T-0226-SM-48FEH.4,GTEX-R53T,Adrenal Gland,62506666.0,0.1119880558019204,0.5279436916376247,1.65719674862
GTEX-R55G-0226-SM-48FEI,G33675.GTEX-R55G-0226-SM-48FEI.4,GTEX-R55G,Spleen,59600000.0,21.56040268456376,122.36577181208054,6.56864888428
GTEX-R55D-1526-SM-48FEJ,G33676.GTEX-R55D-1526-SM-48FEJ.4,GTEX-R55D,Stomach,76986666.0,0.1169033609014839,0.259785246447742,2.16395565688
GTEX-R53T-1526-SM-48FEK,G33677.GTEX-R53T-1526-SM-48FEK.4,GTEX-R53T,Breast - Mammary Tissue,69426666.0,3.327251808404569,14.8790091691858,5.15400008579
GTEX-R55D-0126-SM-48FEL,G33678.GTEX-R55D-0126-SM-48FEL.4,GTEX-R55D,Testis,68973333.0,0.0,0.0,0.0
GTEX-R53T-0426-SM-48FEM,G33679.GTEX-R53T-0426-SM-48FEM.5,GTEX-R53T,Pancreas,82480000.0,0.02424830261881668,0.04849660523763336,0.69314718056
GTEX-R55D-1426-SM-48FEN,G33680.GTEX-R55D-1426-SM-48FEN.4,GTEX-R55D,Pancreas,74773333.0,0.2407275331701477,0.6419400884537272,2.82383648714
GTEX-QXCU-0926-SM-48FEP,G33682.GTEX-QXCU-0926-SM-48FEP.4,GTEX-QXCU,Artery - Aorta,65853333.0,2.3537153389031955,10.052642286154294,4.84433063853
GTEX-R55D-0326-SM-48FES,G33685.GTEX-R55D-0326-SM-48FES.4,GTEX-R55D,Adipose - Subcutaneous,82240000.0,0.036478599221789886,0.1580739299610895,0.830517825287
GTEX-RTLS-0008-SM-48FET,G33686.GTEX-RTLS-0008-SM-48FET.4,GTEX-RTLS,Cells - Transformed fibroblasts,72093333.0,0.0,0.0,0.0
GTEX-R55D-0008-SM-48FEV,G33688.GTEX-R55D-0008-SM-48FEV.4,GTEX-R55D,Cells - Transformed fibroblasts,73266666.0,0.013648771734747695,0.02729754346949539,0.0
GTEX-R53T-0008-SM-48FEW,G33689.GTEX-R53T-0008-SM-48FEW.4,GTEX-R53T,Cells - Transformed fibroblasts,71453333.0,0.013995148413860554,0.027990296827721108,0.0
GTEX-R55G-0008-SM-48FEX,G33690.GTEX-R55G-0008-SM-48FEX.4,GTEX-R55G,Cells - Transformed fibroblasts,71693333.0,0.013948298372458147,0.027896596744916295,0.0
GTEX-RNOR-0008-SM-48FEY,G33691.GTEX-RNOR-0008-SM-48FEY.4,GTEX-RNOR,Cells - Transformed fibroblasts,77773333.0,0.0,0.0,0.0
GTEX-RN64-0008-SM-48FEZ,G33692.GTEX-RN64-0008-SM-48FEZ.4,GTEX-RN64,Cells - Transformed fibroblasts,65573333.0,0.015250101744866316,0.030500203489732633,0.0
GTEX-R3RS-0008-SM-48FF1,G33693.GTEX-R3RS-0008-SM-48FF1.4,GTEX-R3RS,Cells - Transformed fibroblasts,70213333.0,0.02848461844134361,0.08545385532403084,0.636514168295
GTEX-R45C-0008-SM-48FF2,G33694.GTEX-R45C-0008-SM-48FF2.4,GTEX-R45C,Cells - Transformed fibroblasts,70386666.0,0.0,0.0,0.0
GTEX-RM2N-0008-SM-48FF3,G33695.GTEX-RM2N-0008-SM-48FF3.4,GTEX-RM2N,Cells - Transformed fibroblasts,70853333.0,0.0,0.0,0.0
GTEX-R55G-1626-SM-48FF4,G33696.GTEX-R55G-1626-SM-48FF4.4,GTEX-R55G,Uterus,82373333.0,0.0,0.0,0.0
GTEX-REY6-2426-SM-48FF5,G33697.GTEX-REY6-2426-SM-48FF5.4,GTEX-REY6,Breast - Mammary Tissue,91160000.0,0.03290917068889864,0.06581834137779728,1.09861228867
GTEX-QDT8-2526-SM-48TYX,G33767.GTEX-QDT8-2526-SM-48TYX.3,GTEX-QDT8,Vagina,72253333.0,0.09688134386824757,0.23528326368002983,1.92540816509
GTEX-QDT8-1326-SM-48TYY,G33768.GTEX-QDT8-1326-SM-48TYY.3,GTEX-QDT8,Esophagus - Muscularis,65613333.0,0.030481609583832604,0.16764885271107932,0.474139313058
GTEX-QDT8-0126-SM-48TZ1,G33770.GTEX-QDT8-0126-SM-48TZ1.3,GTEX-QDT8,Skin - Sun Exposed (Lower leg),72160000.0,0.01385809312638581,0.02771618625277162,0.0
GTEX-QDVN-0826-SM-48TZ2,G33771.GTEX-QDVN-0826-SM-48TZ2.3,GTEX-QDVN,Liver,68826666.0,2.5571484168650565,49.90798188597425,1.56428900859
GTEX-QDVN-1226-SM-48TZ5,G33774.GTEX-QDVN-1226-SM-48TZ5.3,GTEX-QDVN,Stomach,64040000.0,7.713928794503436,60.52467207995003,5.52052483829
GTEX-QDVN-0426-SM-48TZ6,G33775.GTEX-QDVN-0426-SM-48TZ6.3,GTEX-QDVN,Adrenal Gland,67240000.0,0.148720999405116,0.6543723973825104,1.80165784468
GTEX-QDVN-1126-SM-48TZ7,G33776.GTEX-QDVN-1126-SM-48TZ7.3,GTEX-QDVN,Esophagus - Muscularis,73386666.0,0.027252907224317835,0.09538517528511242,0.598269588585
GTEX-QDVN-0226-SM-48TZ9,G33778.GTEX-QDVN-0226-SM-48TZ9.3,GTEX-QDVN,Artery - Aorta,68266666.0,0.04394531292915345,0.10253906350135804,1.07899220788
GTEX-QDVN-1026-SM-48TZA,G33779.GTEX-QDVN-1026-SM-48TZA.2,GTEX-QDVN,Esophagus - Mucosa,136280000.0,1.614323451717053,6.794834164954506,5.03488486226
GTEX-QDVN-1626-SM-48TZC,G33781.GTEX-QDVN-1626-SM-48TZC.3,GTEX-QDVN,Kidney - Cortex,83026666.0,0.5781275138760841,2.4449976107676057,3.57920344286
GTEX-QEG4-0526-SM-48TZD,G33782.GTEX-QEG4-0526-SM-48TZD.3,GTEX-QEG4,Lung,73506666.0,2.761654296768133,13.073644232483623,4.97985490566
GTEX-QEG4-0126-SM-48TZE,G33783.GTEX-QEG4-0126-SM-48TZE.3,GTEX-QEG4,Testis,59906666.0,0.03338526634081089,0.11684843219283811,0.598269588585
GTEX-PWOO-0426-SM-48TZF,G33784.GTEX-PWOO-0426-SM-48TZF.3,GTEX-PWOO,Artery - Coronary,86653333.0,0.09232189603139673,0.311586399105964,1.81805932755
GTEX-Q2AH-1526-SM-48TZG,G33785.GTEX-Q2AH-1526-SM-48TZG.3,GTEX-Q2AH,Testis,88613333.0,0.011284983491141225,0.03385495047342368,0.0
GTEX-PWOO-0626-SM-48TZH,G33786.GTEX-PWOO-0626-SM-48TZH.3,GTEX-PWOO,Pancreas,78493333.0,0.3312383231324882,0.980975033892369,3.14257294659
GTEX-Q2AH-1026-SM-48TZI,G33787.GTEX-Q2AH-1026-SM-48TZI.3,GTEX-Q2AH,Esophagus - Muscularis,68080000.0,0.02937720329024677,1.145710928319624,0.119246926396
GTEX-Q2AH-0626-SM-48TZJ,G33788.GTEX-Q2AH-0626-SM-48TZJ.3,GTEX-Q2AH,Artery - Coronary,84426666.0,7.426563545693016,87.7684782672811,5.25292747388
GTEX-Q2AH-0926-SM-48TZK,G33789.GTEX-Q2AH-0926-SM-48TZK.3,GTEX-Q2AH,Pancreas,71746666.0,0.08362757929406782,0.1811930884704803,1.7782333058
GTEX-Q2AH-1126-SM-48TZM,G33791.GTEX-Q2AH-1126-SM-48TZM.2,GTEX-Q2AH,Stomach,119146666.0,13.512757461463504,83.01533170890404,6.50335968631
GTEX-Q2AH-0826-SM-48TZN,G33792.GTEX-Q2AH-0826-SM-48TZN.2,GTEX-Q2AH,Esophagus - Mucosa,144266666.0,1.5596118371516259,7.063308720255586,4.99152864255
GTEX-Q2AI-0826-SM-48TZO,G33793.GTEX-Q2AI-0826-SM-48TZO.3,GTEX-Q2AI,Stomach,64293333.0,1.9131066046925893,9.145582793164573,4.38365286925
GTEX-Q734-0726-SM-48TZP,G33794.GTEX-Q734-0726-SM-48TZP.3,GTEX-Q734,Ovary,73600000.0,0.28532608695652173,0.7608695652173914,2.97816276732
GTEX-Q734-1426-SM-48TZQ,G33795.GTEX-Q734-1426-SM-48TZQ.3,GTEX-Q734,Vagina,73826666.0,0.0677262061380369,0.1354524122760738,1.60943791243
GTEX-PX3G-3026-SM-48TZR,G33796.GTEX-PX3G-3026-SM-48TZR.3,GTEX-PX3G,Artery - Coronary,70693333.0,1.216522072880621,6.80403624483231,4.0394822242
GTEX-PX3G-0826-SM-48TZS,G33797.GTEX-PX3G-0826-SM-48TZS.3,GTEX-PX3G,Liver,67786666.0,1.28343825023051,7.3318254064892345,3.87791449868
GTEX-PX3G-0726-SM-48TZT,G33798.GTEX-PX3G-0726-SM-48TZT.3,GTEX-PX3G,Esophagus - Muscularis,82640000.0,0.060503388189738626,0.883349467570184,1.04602082757
GTEX-Q2AI-0626-SM-48TZU,G33799.GTEX-Q2AI-0626-SM-48TZU.3,GTEX-Q2AI,Esophagus - Mucosa,67080000.0,3.1305903398926653,12.984496124031008,5.03912614552
GTEX-PX3G-2526-SM-48TZV,G33800.GTEX-PX3G-2526-SM-48TZV.3,GTEX-PX3G,Vagina,74186666.0,1.4288281940045668,4.583033829825969,4.49505831668
GTEX-PX3G-1026-SM-48TZW,G33801.GTEX-PX3G-1026-SM-48TZW.3,GTEX-PX3G,Pancreas,70333333.0,0.014218009546056917,0.028436019092113834,0.0
GTEX-Q734-0426-SM-48TZX,G33802.GTEX-Q734-0426-SM-48TZX.3,GTEX-Q734,Pancreas,73386666.0,0.06813226806079459,0.1498909897337481,1.59416669912
GTEX-Q734-1126-SM-48TZY,G33803.GTEX-Q734-1126-SM-48TZY.3,GTEX-Q734,Colon - Transverse,70333333.0,18.298578285775253,148.64928980402507,6.51279212483
GTEX-PX3G-2426-SM-48TZZ,G33804.GTEX-PX3G-2426-SM-48TZZ.3,GTEX-PX3G,Ovary,70853333.0,0.04234098627371559,0.2258185934598165,0.947057152283
GTEX-PX3G-1526-SM-48U11,G33805.GTEX-PX3G-1526-SM-48U11.3,GTEX-PX3G,Stomach,80653333.0,1.8350140594933628,8.468341909688965,4.73011243407
GTEX-Q2AI-0426-SM-48U13,G33807.GTEX-Q2AI-0426-SM-48U13.3,GTEX-Q2AI,Pancreas,61706666.0,0.04861711374910451,0.1296456366642787,1.03972077084
GTEX-Q2AI-1226-SM-48U14,G33808.GTEX-Q2AI-1226-SM-48U14.3,GTEX-Q2AI,Testis,74146666.0,0.08092069844381135,0.5664448891066795,1.60610150254
GTEX-Q734-0326-SM-48U15,G33809.GTEX-Q734-0326-SM-48U15.3,GTEX-Q734,Liver,83866666.0,2.563593025147798,13.330683730768552,4.65571575546
GTEX-Q734-1026-SM-48U16,G33810.GTEX-Q734-1026-SM-48U16.3,GTEX-Q734,Stomach,65653333.0,6.077376147833957,29.153127686601987,5.45927351594
GTEX-PX3G-1326-SM-48U18,G33811.GTEX-PX3G-1326-SM-48U18.3,GTEX-PX3G,Adrenal Gland,66200000.0,3.3987915407854983,84.60725075528701,3.5111874478
GTEX-Q2AI-1126-SM-48U19,G33812.GTEX-Q2AI-1126-SM-48U19.3,GTEX-Q2AI,Prostate,69346666.0,0.08652182355817942,0.20188425496908532,1.77213938844
GTEX-Q734-1626-SM-48U1B,G33814.GTEX-Q734-1626-SM-48U1B.3,GTEX-Q734,Uterus,78786666.0,0.1903875460347567,0.5077001227593512,2.61595438669
GTEX-PX3G-0426-SM-48U1C,G33815.GTEX-PX3G-0426-SM-48U1C.3,GTEX-PX3G,Artery - Aorta,67240000.0,0.7733491969066032,2.8851873884592503,3.81472687142
GTEX-Q2AI-0226-SM-48U1D,G33816.GTEX-Q2AI-0226-SM-48U1D.3,GTEX-Q2AI,Adrenal Gland,63920000.0,0.14080100125156444,0.4693366708385482,2.12826530273
GTEX-Q734-0126-SM-48U1E,G33817.GTEX-Q734-0126-SM-48U1E.3,GTEX-Q734,Adrenal Gland,74506666.0,0.24158912170355334,0.979778104686633,2.55676368758
GTEX-Q2AI-0926-SM-48U1F,G33818.GTEX-Q2AI-0926-SM-48U1F.3,GTEX-Q2AI,Colon - Transverse,66920000.0,8.263598326359833,33.59234907352062,6.00574306865
GTEX-Q734-0826-SM-48U1G,G33819.GTEX-Q734-0826-SM-48U1G.3,GTEX-Q734,Esophagus - Muscularis,66893333.0,0.13454255598237272,0.41857684083404845,2.11871297872
GTEX-PX3G-2026-SM-48U1H,G33820.GTEX-PX3G-2026-SM-48U1H.3,GTEX-PX3G,Uterus,91920000.0,0.34812880765883375,0.9138381201044387,3.39721568446
GTEX-Q2AH-0226-SM-48U1I,G33821.GTEX-Q2AH-0226-SM-48U1I.3,GTEX-Q2AH,Spleen,76480000.0,16.736401673640167,81.0015690376569,6.35830036174
GTEX-PX3G-1426-SM-48U1J,G33822.GTEX-PX3G-1426-SM-48U1J.3,GTEX-PX3G,Colon - Transverse,64933333.0,30.66221781654116,198.68069917187216,7.11917951167
GTEX-Q2AH-0326-SM-48U1K,G33823.GTEX-Q2AH-0326-SM-48U1K.3,GTEX-Q2AH,Artery - Aorta,73146666.0,0.6425446649885588,4.497812654919911,3.59250990705
GTEX-Q2AG-3026-SM-48U1L,G33824.GTEX-Q2AG-3026-SM-48U1L.3,GTEX-Q2AG,Pituitary,71093333.0,0.014066016570076972,0.028132033140153945,0.0
GTEX-Q2AG-0326-SM-48U1O,G33826.GTEX-Q2AG-0326-SM-48U1O.3,GTEX-Q2AG,Breast - Mammary Tissue,67066666.0,2.430417519189041,9.975149204524346,4.81365693304
GTEX-Q2AG-1126-SM-48U1P,G33827.GTEX-Q2AG-1126-SM-48U1P.3,GTEX-Q2AG,Liver,67506666.0,0.13332016722615214,0.5925340765606762,1.56097284511
GTEX-Q2AG-0926-SM-48U1Q,G33828.GTEX-Q2AG-0926-SM-48U1Q.3,GTEX-Q2AG,Artery - Aorta,69626666.0,0.057449253709778374,0.17234776112933514,1.30860538725
GTEX-QDVJ-0826-SM-48U1S,G33830.GTEX-QDVJ-0826-SM-48U1S.3,GTEX-QDVJ,Esophagus - Muscularis,83386666.0,0.04796930003173409,0.15590022510313578,1.27118148026
GTEX-QDVJ-0626-SM-48U1T,G33831.GTEX-QDVJ-0626-SM-48U1T.3,GTEX-QDVJ,Artery - Aorta,63880000.0,1.643706950532248,9.283030682529743,4.3487591459
GTEX-QDVJ-1126-SM-48U1U,G33832.GTEX-QDVJ-1126-SM-48U1U.3,GTEX-QDVJ,Adrenal Gland,80253333.0,0.4111978751088132,3.8503073760188875,2.13995807923
GTEX-QDVJ-1226-SM-48U1V,G33833.GTEX-QDVJ-1226-SM-48U1V.3,GTEX-QDVJ,Pancreas,74120000.0,0.17539125742039935,0.37776578521316784,2.55217194931
GTEX-QDVJ-0726-SM-48U1W,G33834.GTEX-QDVJ-0726-SM-48U1W.3,GTEX-QDVJ,Esophagus - Mucosa,66773333.0,2.201477646772552,17.13258794495102,3.64235748832
GTEX-QDVJ-1326-SM-48U1X,G33835.GTEX-QDVJ-1326-SM-48U1X.3,GTEX-QDVJ,Colon - Transverse,69573333.0,13.065350771681443,71.89536255220085,6.30786203741
GTEX-QDVJ-1426-SM-48U1Y,G33836.GTEX-QDVJ-1426-SM-48U1Y.3,GTEX-QDVJ,Stomach,64800000.0,4.290123456790123,22.57716049382716,4.77102772137
GTEX-QCQG-0726-SM-48U1Z,G33837.GTEX-QCQG-0726-SM-48U1Z.2,GTEX-QCQG,Esophagus - Muscularis,126826666.0,0.031539108660319115,0.2996215322730316,0.853944698279
GTEX-QCQG-0626-SM-48U21,G33838.GTEX-QCQG-0626-SM-48U21.3,GTEX-QCQG,Esophagus - Mucosa,82333333.0,0.7165991931846121,4.99190285421823,3.29957676615
GTEX-QCQG-1426-SM-48U22,G33839.GTEX-QCQG-1426-SM-48U22.3,GTEX-QCQG,Ovary,61813333.0,0.12942191614226659,0.30737705083788314,2.04134526984
GTEX-QCQG-1226-SM-48U23,G33840.GTEX-QCQG-1226-SM-48U23.3,GTEX-QCQG,Vagina,67266666.0,3.8206145076374085,35.8126861824845,4.58320523579
GTEX-QCQG-1326-SM-48U24,G33841.GTEX-QCQG-1326-SM-48U24.3,GTEX-QCQG,Uterus,64493333.0,0.015505478682579484,0.062021914730317936,0.0
