sample,fileName,individual,tissue,n.raw.reads,CPM,igRPM,immune.diversity
GTEX-XGQ4-2226-SM-4AT4Y,G34283.GTEX-XGQ4-2226-SM-4AT4Y.2,GTEX-XGQ4,Adipose - Subcutaneous,78040000.0,0.9610456176319836,0.33316248077908767,1.21819507242
GTEX-XGQ4-2626-SM-4AT6B,G34284.GTEX-XGQ4-2626-SM-4AT6B.2,GTEX-XGQ4,Minor Salivary Gland,69013333.0,2.390842360852214,205.82979233882241,2.70570457714
GTEX-XLM4-1026-SM-4AT51,G34285.GTEX-XLM4-1026-SM-4AT51.2,GTEX-XLM4,Adipose - Visceral (Omentum),72866666.0,1.3860933338160415,0.26075023111390877,1.754105331
GTEX-XGQ4-0326-SM-4GIEE,G34286.GTEX-XGQ4-0326-SM-4GIEE.2,GTEX-XGQ4,Heart - Left Ventricle,70106666.0,0.9414226030945474,0.21395968252148803,0.0
GTEX-XGQ4-0526-SM-4AT6C,G34287.GTEX-XGQ4-0526-SM-4AT6C.2,GTEX-XGQ4,Heart - Atrial Appendage,75093333.0,1.012073868128879,0.4794034112189427,0.0
GTEX-XGQ4-0626-SM-4AT56,G34288.GTEX-XGQ4-0626-SM-4AT56.2,GTEX-XGQ4,Artery - Coronary,63000000.0,1.0,1.8253968253968254,1.42346862022
GTEX-XK95-0226-SM-4AT58,G34289.GTEX-XK95-0226-SM-4AT58.2,GTEX-XK95,Skin - Not Sun Exposed (Suprapubic),64160000.0,1.6521197007481296,0.03117206982543641,0.0
GTEX-XGQ4-1526-SM-4AT6H,G34290.GTEX-XGQ4-1526-SM-4AT6H.2,GTEX-XGQ4,Esophagus - Mucosa,70320000.0,2.4175199089874857,13.15415244596132,2.67277781475
GTEX-XGQ4-1626-SM-4AT6J,G34291.GTEX-XGQ4-1626-SM-4AT6J.2,GTEX-XGQ4,Esophagus - Gastroesophageal Junction,62933333.0,1.191737294447761,0.06355932237054726,0.99502699018
GTEX-XK95-1026-SM-4GIDV,G34292.GTEX-XK95-1026-SM-4GIDV.2,GTEX-XK95,Esophagus - Mucosa,81226666.0,1.8713066470067847,0.02462245588166822,1.28615696619
GTEX-XGQ4-2426-SM-4AT55,G34294.GTEX-XGQ4-2426-SM-4AT55.2,GTEX-XGQ4,Artery - Tibial,65560000.0,1.3880414887126296,0.09151921903599756,0.88646447568
GTEX-XGQ4-2526-SM-4AT57,G34295.GTEX-XGQ4-2526-SM-4AT57.2,GTEX-XGQ4,Nerve - Tibial,65239999.0,1.3335377273687574,0.12262415883850641,1.8558362894
GTEX-XLM4-0426-SM-4AT54,G34296.GTEX-XLM4-0426-SM-4AT54.2,GTEX-XLM4,Artery - Tibial,68693333.0,1.644992244007144,0.1019021744075222,0.673011667009
GTEX-XLM4-2026-SM-4AT4X,G34297.GTEX-XLM4-2026-SM-4AT4X.2,GTEX-XLM4,Heart - Atrial Appendage,69360000.0,1.1966551326412918,0.3604382929642445,0.673011667009
GTEX-XLM4-2326-SM-4TT2D,G34298.GTEX-XLM4-2326.3,GTEX-XLM4,Esophagus - Mucosa,139960000.0,1.9934266933409546,0.92169191197485,1.85828603332
GTEX-XMD1-0526-SM-4AT4Z,G34299.GTEX-XMD1-0526-SM-4AT4Z.2,GTEX-XMD1,Nerve - Tibial,74800000.0,1.7245989304812834,0.053475935828877004,1.4057430942
GTEX-XLM4-1526-SM-4AT6D,G34300.GTEX-XLM4-1526-SM-4AT6D.2,GTEX-XLM4,Testis,73146666.0,1.449143286995473,0.0,0.0
GTEX-XMD1-0826-SM-4AT52,G34301.GTEX-XMD1-0826-SM-4AT52.2,GTEX-XMD1,Breast - Mammary Tissue,80213333.0,1.4212101122889382,0.8726728759668919,2.26112359183
GTEX-XLM4-2926-SM-4AT59,G34302.GTEX-XLM4-2926-SM-4AT59.2,GTEX-XLM4,Brain - Cerebellum,57240000.0,1.484975541579315,0.0,1.05492016799
GTEX-XLM4-3026-SM-4AT6L,G34303.GTEX-XLM4-3026-SM-4AT6L.2,GTEX-XLM4,Brain - Cortex,69386666.0,1.2682552005020677,0.15853190006275847,0.0
GTEX-XLM4-3126-SM-4AT6M,G34304.GTEX-XLM4-3126-SM-4AT6M.2,GTEX-XLM4,Pituitary,66319999.0,1.553076018592823,0.07539203973751568,1.38629436112
GTEX-XMD1-2826-SM-4AT5F,G34305.GTEX-XMD1-2826-SM-4AT5F.3,GTEX-XMD1,Brain - Cerebellum,68613333.0,1.6906335099622694,0.17489312172023475,0.0
GTEX-XMD3-2326-SM-4AT5H,G34307.GTEX-XMD3-2326-SM-4AT5H.2,GTEX-XMD3,Ovary,74560000.0,1.555793991416309,0.02682403433476395,1.38629436112
GTEX-XBEC-0008-SM-4AT3X,G34308.GTEX-XBEC-0008-SM-4AT3X.2,GTEX-XBEC,Cells - Transformed fibroblasts,74026666.0,0.9861311328001723,0.2161383304767501,0.0
GTEX-XBEW-0008-SM-4AT3Y,G34309.GTEX-XBEW-0008-SM-4AT3Y.2,GTEX-XBEW,Cells - Transformed fibroblasts,66280000.0,0.9656004828002414,0.030175015087507542,0.0
GTEX-XGQ4-0008-SM-4AT3Z,G34310.GTEX-XGQ4-0008-SM-4AT3Z.2,GTEX-XGQ4,Cells - Transformed fibroblasts,86586666.0,1.3743455603198764,0.09239297884503371,0.0
GTEX-XMD1-0008-SM-4AT41,G34311.GTEX-XMD1-0008-SM-4AT41.2,GTEX-XMD1,Cells - Transformed fibroblasts,79920000.0,1.1386386386386387,0.0,0.0
GTEX-XK95-0008-SM-4AT5G,G34312.GTEX-XK95-0008-SM-4AT5G.2,GTEX-XK95,Cells - Transformed fibroblasts,56746666.0,1.0925752008056298,0.03524436131631064,0.0
GTEX-XBEW-0002-SM-4AT5O,G34313.GTEX-XBEW-0002-SM-4AT5O.2,GTEX-XBEW,Cells - EBV-transformed lymphocytes,68546666.0,1.2692083375725378,256.7156220260224,0.556002594262
GTEX-S95S-0008-SM-4AT5M,G34314.GTEX-S95S-0008-SM-4AT5M.2,GTEX-S95S,Cells - Transformed fibroblasts,78653333.0,1.220545860402381,0.22885234882544647,0.0
GTEX-XMD3-0008-SM-4AT4V,G34315.GTEX-XMD3-0008-SM-4AT4V.2,GTEX-XMD3,Cells - Transformed fibroblasts,70453333.0,1.1071158265855214,0.11355034118825862,0.0
GTEX-XLM4-0008-SM-4AT4W,G34316.GTEX-XLM4-0008-SM-4AT4W.2,GTEX-XLM4,Cells - Transformed fibroblasts,70293333.0,1.0954097168788397,0.056904400876822844,0.0
GTEX-XLM4-0004-SM-4AT5I,G34317.GTEX-XLM4-0004-SM-4AT5I.2,GTEX-XLM4,Cells - EBV-transformed lymphocytes,80933333.0,1.4579901213261537,97.104613250019,1.11527503487
GTEX-XLM4-0011-R2B-SM-4AT5Z,G34318.GTEX-XLM4-0011-R2B-SM-4AT5Z.2,GTEX-XLM4,Brain - Substantia nigra,68413333.0,1.300916007118086,0.48236211499884096,0.325082973391
GTEX-XLM4-0011-R3B-SM-4AT6E,G34319.GTEX-XLM4-0011-R3B-SM-4AT6E.3,GTEX-XLM4,Brain - Anterior cingulate cortex (BA24),101013333.0,1.3562566042643103,0.16829461512768815,0.69314718056
GTEX-XLM4-0011-R4B-SM-4AT5C,G34320.GTEX-XLM4-0011-R4B-SM-4AT5C.2,GTEX-XLM4,Brain - Amygdala,59213333.0,1.1483900087164491,0.2870975021791123,0.0
GTEX-XLM4-0011-R6A-SM-4AT4B,G34321.GTEX-XLM4-0011-R6A-SM-4AT4B.2,GTEX-XLM4,Brain - Nucleus accumbens (basal ganglia),86400000.0,1.412037037037037,0.5208333333333334,1.59416669912
GTEX-XMD1-0011-R1A-SM-4AT4C,G34322.GTEX-XMD1-0011-R1A-SM-4AT4C.2,GTEX-XMD1,Brain - Hippocampus,81853333.0,1.14839550883041,0.08551881448737096,0.0
GTEX-XMD1-0011-R2B-SM-4AT5N,G34323.GTEX-XMD1-0011-R2B-SM-4AT5N.2,GTEX-XMD1,Brain - Substantia nigra,67386666.0,1.083300366870799,0.35615354527259147,0.0
GTEX-XMD1-0011-R3B-SM-4AT5R,G34324.GTEX-XMD1-0011-R3B-SM-4AT5R.2,GTEX-XMD1,Brain - Anterior cingulate cortex (BA24),66266666.0,1.2826961899667624,0.3169014116388472,0.0
GTEX-XLM4-0011-R7A-SM-4AT5L,G34325.GTEX-XLM4-0011-R7A-SM-4AT5L.2,GTEX-XLM4,Brain - Putamen (basal ganglia),59053333.0,1.3208399261731765,0.2370738329028778,0.0
GTEX-XLM4-0011-R9A-SM-4AT45,G34327.GTEX-XLM4-0011-R9A-SM-4AT45.2,GTEX-XLM4,Brain - Spinal cord (cervical c-1),66933333.0,1.2848605641676323,0.38844621707393534,0.0
GTEX-XLM4-0011-R10A-SM-4AT5P,G34328.GTEX-XLM4-0011-R10A-SM-4AT5P.2,GTEX-XLM4,Brain - Frontal Cortex (BA9),69906666.0,0.0,0.0,0.0
GTEX-XMD1-0011-R5A-SM-4AT47,G34330.GTEX-XMD1-0011-R5A-SM-4AT47.2,GTEX-XMD1,Brain - Caudate (basal ganglia),72453333.0,1.242178879472667,0.1518218630466593,0.0
GTEX-XMD1-0011-R6A-SM-4AT5K,G34331.GTEX-XMD1-0011-R6A-SM-4AT5K.2,GTEX-XMD1,Brain - Nucleus accumbens (basal ganglia),66720000.0,1.2290167865707433,1.2440047961630696,0.0
GTEX-XMD1-0011-R8A-SM-4AT48,G34332.GTEX-XMD1-0011-R8A-SM-4AT48.2,GTEX-XMD1,Brain - Hypothalamus,78840000.0,1.610857432775241,0.0,0.0
GTEX-XMD1-0011-R9A-SM-4AT49,G34333.GTEX-XMD1-0011-R9A-SM-4AT49.2,GTEX-XMD1,Brain - Spinal cord (cervical c-1),66733333.0,1.4835164909266558,0.04495504517959563,0.0
GTEX-XMD1-0011-R10A-SM-4AT4A,G34334.GTEX-XMD1-0011-R10A-SM-4AT4A.2,GTEX-XMD1,Brain - Frontal Cortex (BA9),68133333.0,1.1594911994104267,0.073385518950027,0.673011667009
GTEX-XMD1-0011-R11A-SM-4AT5J,G34335.GTEX-XMD1-0011-R11A-SM-4AT5J.2,GTEX-XMD1,Brain - Cerebellar Hemisphere,70240000.0,1.921981776765376,0.02847380410022779,0.0
GTEX-XYKS-2426-SM-4AT43,G34336.GTEX-XYKS-2426-SM-4AT43.2,GTEX-XYKS,Muscle - Skeletal,71466666.0,1.3292910571762226,0.05597014977584095,1.52295506753
GTEX-XGQ4-0004-SM-4AT5S,G34337.GTEX-XGQ4-0004-SM-4AT5S.2,GTEX-XGQ4,Cells - EBV-transformed lymphocytes,69973333.0,1.4148247018617792,109.72751576661355,0.0
GTEX-QDVN-0726-SM-4B64L,G34339.GTEX-QDVN-0726-SM-4B64L.3,GTEX-QDVN,Lung,94813333.0,1.2761918199837992,9.48178881128459,2.461825485
GTEX-S95S-0226-SM-4B656,G34340.GTEX-S95S-0226-SM-4B656.3,GTEX-S95S,Artery - Aorta,68533333.0,1.415369656689541,2.991245150735628,1.94125526108
GTEX-S95S-0326-SM-4B66U,G34341.GTEX-S95S-0326-SM-4B66U.3,GTEX-S95S,Esophagus - Muscularis,107386666.0,1.0708964556176834,0.4190464391547457,1.65850104502
GTEX-S95S-0726-SM-4B64H,G34342.GTEX-S95S-0726-SM-4B64H.3,GTEX-S95S,Pancreas,77000000.0,1.4285714285714286,0.24675324675324675,1.42767865337
GTEX-S95S-0426-SM-4B64I,G34343.GTEX-S95S-0426-SM-4B64I.3,GTEX-S95S,Esophagus - Mucosa,94586666.0,1.755004241295491,3.277417559045796,2.29421535521
GTEX-S95S-0826-SM-4B64N,G34344.GTEX-S95S-0826-SM-4B64N.3,GTEX-S95S,Stomach,91853333.0,1.4806212856750665,42.905356520922325,2.77223242181
GTEX-S95S-1026-SM-4B64M,G34345.GTEX-S95S-1026-SM-4B64M.3,GTEX-S95S,Prostate,87133333.0,1.1132364235395427,8.997704701597952,2.61287672877
GTEX-S95S-1126-SM-4B64E,G34346.GTEX-S95S-1126-SM-4B64E.3,GTEX-S95S,Testis,106880000.0,1.3192365269461077,0.0748502994011976,0.0
GTEX-S95S-1226-SM-4GICG,G34347.GTEX-S95S-1226-SM-4GICG.2,GTEX-S95S,Skin - Sun Exposed (Lower leg),84626666.0,1.1934772427404856,0.11816606363767185,0.0
GTEX-XMK1-0005-SM-4B665,G34348.GTEX-XMK1-0005-SM-4B665.3,GTEX-XMK1,Whole Blood,82733333.0,1.716357782902328,2.9734085534786807,1.96780598426
GTEX-XOT4-0005-SM-4B64S,G34349.GTEX-XOT4-0005-SM-4B64S.3,GTEX-XOT4,Whole Blood,93346666.0,1.7354663743427108,1.5747750433850525,2.27668110082
GTEX-XOTO-0006-SM-4B64T,G34350.GTEX-XOTO-0006-SM-4B64T.3,GTEX-XOTO,Whole Blood,102653333.0,1.2566567127440469,6.195609839575302,2.35365590997
GTEX-XPT6-0006-SM-4B66Q,G34351.GTEX-XPT6-0006-SM-4B66Q.3,GTEX-XPT6,Whole Blood,92253333.0,1.3224454448708103,0.3577106531207929,2.15947863624
GTEX-XPVG-0006-SM-4B65Z,G34352.GTEX-XPVG-0006-SM-4B65Z.3,GTEX-XPVG,Whole Blood,98933333.0,1.1320754755123836,0.10107816745646282,1.64967062576
GTEX-XMK1-0126-SM-4B65F,G34354.GTEX-XMK1-0126-SM-4B65F.3,GTEX-XMK1,Spleen,77853333.0,2.260661081780532,97.00291187276466,2.59309766883
GTEX-XMK1-0226-SM-4B65D,G34355.GTEX-XMK1-0226-SM-4B65D.3,GTEX-XMK1,Adrenal Gland,102013333.0,0.9998693013980829,0.5489478517479671,1.34211317891
GTEX-XMK1-0326-SM-4B652,G34356.GTEX-XMK1-0326-SM-4B652.3,GTEX-XMK1,Pancreas,110293333.0,1.5776112233365909,0.4261363649242516,1.33596192773
GTEX-XMK1-0626-SM-4B65A,G34357.GTEX-XMK1-0626-SM-4B65A.3,GTEX-XMK1,Thyroid,78493333.0,1.0828945179331346,13.351452409340293,2.14522107587
GTEX-XMK1-0926-SM-4B66X,G34358.GTEX-XMK1-0926-SM-4B66X.3,GTEX-XMK1,Adipose - Visceral (Omentum),89400000.0,0.9619686800894854,0.7941834451901566,1.46271597405
GTEX-XMK1-1026-SM-4B65H,G34359.GTEX-XMK1-1026-SM-4B65H.3,GTEX-XMK1,Prostate,98373333.0,1.2198427799533844,0.06099213899766922,1.87497459032
GTEX-XMK1-0001-SM-4B64F,G34361.GTEX-XMK1-0001-SM-4B64F.3,GTEX-XMK1,Cells - EBV-transformed lymphocytes,100920000.0,1.238604835513278,72.6218787158145,1.81696335087
GTEX-XMK1-1326-SM-4B65Q,G34362.GTEX-XMK1-1326-SM-4B65Q.3,GTEX-XMK1,Esophagus - Mucosa,98986666.0,2.3033405327541794,7.394935394631839,2.76046500453
GTEX-XMK1-1826-SM-4B66F,G34363.GTEX-XMK1-1826-SM-4B66F.3,GTEX-XMK1,Small Intestine - Terminal Ileum,95120000.0,1.1984861227922623,0.9777123633305299,2.11998191101
GTEX-XMK1-2026-SM-4B65K,G34364.GTEX-XMK1-2026-SM-4B65K.3,GTEX-XMK1,Testis,125546666.0,1.354078172016133,0.5177357716532274,0.214559155176
GTEX-XMK1-2226-SM-4B673,G34365.GTEX-XMK1-2226-SM-4B673.3,GTEX-XMK1,Adipose - Subcutaneous,85213333.0,0.974025977836121,1.80722892273208,1.86460807444
GTEX-XMK1-2626-SM-4B65R,G34366.GTEX-XMK1-2626-SM-4B65R.3,GTEX-XMK1,Minor Salivary Gland,94146666.0,1.6357456566757234,126.24982386524447,3.09678628486
GTEX-XOT4-0326-SM-4B66S,G34368.GTEX-XOT4-0326-SM-4B66S.3,GTEX-XOT4,Nerve - Tibial,75986666.0,1.447622402593634,0.30268468417866895,0.958691859325
GTEX-XOT4-0426-SM-4B66T,G34369.GTEX-XOT4-0426-SM-4B66T.3,GTEX-XOT4,Artery - Tibial,110586666.0,1.4920424493130122,0.0,1.30860538725
GTEX-XOT4-0526-SM-4B66O,G34370.GTEX-XOT4-0526-SM-4B66O.3,GTEX-XOT4,Muscle - Skeletal,97066666.0,1.133241766025012,0.04120879149181862,0.636514168295
GTEX-XOT4-0626-SM-4B66L,G34371.GTEX-XOT4-0626-SM-4B66L.3,GTEX-XOT4,Skin - Not Sun Exposed (Suprapubic),81120000.0,1.4053254437869822,0.3081854043392505,1.51578021175
GTEX-XOT4-0726-SM-4GIAW,G34372.GTEX-XOT4-0726-SM-4GIAW.2,GTEX-XOT4,Breast - Mammary Tissue,94173333.0,1.433526835033013,7.825994647550597,2.87359390631
GTEX-XOT4-0826-SM-4B66Y,G34373.GTEX-XOT4-0826-SM-4B66Y.3,GTEX-XOT4,Adipose - Visceral (Omentum),83453333.0,1.425946642538531,1.0784470405753597,1.99430259079
GTEX-XOT4-1126-SM-4B66E,G34374.GTEX-XOT4-1126-SM-4B66E.3,GTEX-XOT4,Heart - Atrial Appendage,106786666.0,1.4421276154459208,0.0,0.703843328478
GTEX-XOTO-0126-SM-4B66N,G34375.GTEX-XOTO-0126-SM-4B66N.3,GTEX-XOTO,Skin - Sun Exposed (Lower leg),83333333.0,1.824000007296,0.048000000192,0.69314718056
GTEX-XOTO-0226-SM-4B66H,G34376.GTEX-XOTO-0226-SM-4B66H.3,GTEX-XOTO,Adipose - Subcutaneous,91226666.0,1.4250219338279884,0.2301958508491366,0.677494404449
GTEX-XOTO-0326-SM-4B66K,G34377.GTEX-XOTO-0326-SM-4B66K.3,GTEX-XOTO,Nerve - Tibial,85933333.0,1.1636927896186686,0.0930954231694935,1.03972077084
GTEX-XOTO-0426-SM-4B66A,G34378.GTEX-XOTO-0426-SM-4B66A.3,GTEX-XOTO,Artery - Tibial,105146666.0,1.5977682069348733,0.19972102586685916,1.03619878482
GTEX-XOTO-0526-SM-4B662,G34379.GTEX-XOTO-0526-SM-4B662.3,GTEX-XOTO,Muscle - Skeletal,122653333.0,1.1088161786846835,0.0407653006869369,0.0
GTEX-XOT4-1426-SM-4B65T,G34380.GTEX-XOT4-1426-SM-4B65T.3,GTEX-XOT4,Lung,77853333.0,1.6698064808606203,8.079294434317925,2.46574516619
GTEX-XOTO-0726-SM-4B659,G34381.GTEX-XOTO-0726-SM-4B659.3,GTEX-XOTO,Skin - Not Sun Exposed (Suprapubic),82013333.0,1.5241424220620323,0.3536010419183915,1.32088834315
GTEX-XOTO-0826-SM-4B65O,G34382.GTEX-XOTO-0826-SM-4B65O.3,GTEX-XOTO,Liver,93280000.0,1.854631217838765,0.2787307032590051,2.29579222184
GTEX-XPT6-0126-SM-4B65S,G34383.GTEX-XPT6-0126-SM-4B65S.3,GTEX-XPT6,Heart - Left Ventricle,145133333.0,1.0059715227514274,0.3307303636443049,0.636514168295
GTEX-XPT6-0226-SM-4B65L,G34384.GTEX-XPT6-0226-SM-4B65L.3,GTEX-XPT6,Heart - Atrial Appendage,111386666.0,0.9695954092027497,0.05386641162237498,0.0
GTEX-XPT6-0326-SM-4B66V,G34385.GTEX-XPT6-0326-SM-4B66V.3,GTEX-XPT6,Artery - Aorta,110826666.0,1.200072192011984,0.35190086833434114,1.5183498838
GTEX-XPT6-0426-SM-4B672,G34386.GTEX-XPT6-0426-SM-4B672.3,GTEX-XPT6,Artery - Coronary,114106666.0,1.0691750471440469,3.2162888713267637,0.173410236465
GTEX-SE5C-0008-SM-4B64J,G34387.GTEX-SE5C-0008-SM-4B64J.3,GTEX-SE5C,Cells - Transformed fibroblasts,122280000.0,1.2512266928361138,0.0,0.0
GTEX-XMK1-0008-SM-4GICF,G34388.GTEX-XMK1-0008-SM-4GICF.2,GTEX-XMK1,Cells - Transformed fibroblasts,105160000.0,1.2647394446557627,0.05705591479650057,0.0
GTEX-XOT4-0008-SM-4B664,G34389.GTEX-XOT4-0008-SM-4B664.3,GTEX-XOT4,Cells - Transformed fibroblasts,110146666.0,1.1711657255245473,0.0181576081476674,0.0
GTEX-XOTO-0008-SM-4GICE,G34390.GTEX-XOTO-0008-SM-4GICE.2,GTEX-XOTO,Cells - Transformed fibroblasts,106440000.0,1.0898158586997369,0.018789928598271326,0.0
GTEX-XPT6-0008-SM-4B64Q,G34391.GTEX-XPT6-0008-SM-4B64Q.3,GTEX-XPT6,Cells - Transformed fibroblasts,114733333.0,1.237652531195969,0.0,0.0
GTEX-XPVG-0008-SM-4GICH,G34392.GTEX-XPVG-0008-SM-4GICH.2,GTEX-XPVG,Cells - Transformed fibroblasts,95360000.0,1.0276845637583893,0.04194630872483222,0.0
GTEX-XQ3S-0008-SM-4GIDZ,G34393.GTEX-XQ3S-0008-SM-4GIDZ.2,GTEX-XQ3S,Cells - Transformed fibroblasts,107706666.0,0.9655855469521264,0.0,0.0
GTEX-XPT6-0001-SM-4B64G,G34394.GTEX-XPT6-0001-SM-4B64G.3,GTEX-XPT6,Cells - EBV-transformed lymphocytes,77053333.0,0.7657034122067115,52.53504089174183,0.0
GTEX-XOTO-2126-SM-4B64U,G34395.GTEX-XOTO-2126-SM-4B64U.3,GTEX-XOTO,Esophagus - Mucosa,83080000.0,1.6971593644679828,1.14347616754935,2.1172851916
GTEX-XPT6-1626-SM-4B655,G34396.GTEX-XPT6-1626-SM-4B655.3,GTEX-XPT6,Testis,124106666.0,1.1361194732279731,0.02417275474953134,1.35800731817
GTEX-XPVG-0326-SM-4B653,G34397.GTEX-XPVG-0326-SM-4B653.3,GTEX-XPVG,Pancreas,90893333.0,0.4620800955775271,0.0,0.0
GTEX-XOTO-2826-SM-4B65I,G34398.GTEX-XOTO-2826-SM-4B65I.3,GTEX-XOTO,Prostate,72666666.0,2.1743119465533205,0.24770642429088463,1.38629436112
GTEX-XOTO-2926-SM-4B65G,G34399.GTEX-XOTO-2926-SM-4B65G.3,GTEX-XOTO,Brain - Cerebellum,109413333.0,2.047282482474051,0.10053619333577929,1.03619878482
GTEX-XOTO-3026-SM-4B65M,G34400.GTEX-XOTO-3026-SM-4B65M.3,GTEX-XOTO,Brain - Cortex,114893333.0,1.2272252559685077,0.3742601844442967,1.34211317891
GTEX-XPT6-2026-SM-4B64V,G34401.GTEX-XPT6-2026-SM-4B64V.3,GTEX-XPT6,Muscle - Skeletal,108520000.0,1.4835974935495762,0.027644673792849243,0.409255081068
GTEX-XPT6-2126-SM-4B66P,G34402.GTEX-XPT6-2126-SM-4B66P.3,GTEX-XPT6,Nerve - Tibial,98200000.0,1.6089613034623218,0.2545824847250509,1.28941337964
GTEX-XPT6-2226-SM-4B66R,G34403.GTEX-XPT6-2226-SM-4B66R.3,GTEX-XPT6,Artery - Tibial,105133333.0,1.9594166200361973,0.06658211815656981,1.08785655851
GTEX-XPVG-0526-SM-4B65N,G34404.GTEX-XPVG-0526-SM-4B65N.3,GTEX-XPVG,Kidney - Cortex,104266666.0,1.3523017989277608,1.4673913137301235,2.23467577116
GTEX-XPVG-0626-SM-4B65B,G34405.GTEX-XPVG-0626-SM-4B65B.3,GTEX-XPVG,Spleen,103186666.0,1.6281173383390446,14.207262011934759,2.29598171231
GTEX-XPVG-0726-SM-4B658,G34406.GTEX-XPVG-0726-SM-4B658.3,GTEX-XPVG,Heart - Atrial Appendage,104573333.0,1.300522763293774,1.4439627739511756,0.0
GTEX-XPVG-0826-SM-4B654,G34407.GTEX-XPVG-0826-SM-4B654.3,GTEX-XPVG,Heart - Left Ventricle,124680000.0,1.0747513634905357,1.8687840872633943,0.69314718056
GTEX-XPVG-0926-SM-4B651,G34408.GTEX-XPVG-0926-SM-4B651.3,GTEX-XPVG,Artery - Coronary,111173333.0,1.556128572667692,0.23386903404254328,2.04134526984
GTEX-XPVG-1026-SM-4B64Y,G34409.GTEX-XPVG-1026-SM-4B64Y.3,GTEX-XPVG,Lung,111026666.0,1.7563348250050128,43.01669294473816,2.76195723554
GTEX-XPVG-1326-SM-4B65P,G34410.GTEX-XPVG-1326-SM-4B65P.3,GTEX-XPVG,Esophagus - Muscularis,87146666.0,1.3310893614679418,0.03442472486555022,0.673011667009
GTEX-XPVG-1426-SM-4B668,G34411.GTEX-XPVG-1426-SM-4B668.3,GTEX-XPVG,Esophagus - Gastroesophageal Junction,95093333.0,1.6194615872807823,0.04206393733196837,0.598269588585
GTEX-XPVG-1526-SM-4B66C,G34412.GTEX-XPVG-1526-SM-4B66C.3,GTEX-XPVG,Stomach,99786666.0,1.302779271130273,0.9420096268172744,1.76231471084
GTEX-XPVG-1826-SM-4B64X,G34414.GTEX-XPVG-1826-SM-4B64X.3,GTEX-XPVG,Colon - Transverse,94386666.0,1.5044497916686663,29.908885647046798,2.55399386918
GTEX-XPVG-2026-SM-4B65E,G34415.GTEX-XPVG-2026-SM-4B65E.3,GTEX-XPVG,Prostate,103373333.0,1.57680898225464,0.8222623527094749,2.40996211214
GTEX-XPVG-2526-SM-4B66D,G34416.GTEX-XPVG-2526-SM-4B66D.3,GTEX-XPVG,Muscle - Skeletal,125386666.0,1.1962994534043996,1.5472139597363566,0.0
GTEX-XPVG-2726-SM-4B66W,G34417.GTEX-XPVG-2726-SM-4B66W.3,GTEX-XPVG,Adipose - Subcutaneous,82480000.0,1.454898157129001,3.9767216294859358,1.07494142251
GTEX-XPVG-2626-SM-4B669,G34418.GTEX-XPVG-2626-SM-4B669.3,GTEX-XPVG,Skin - Sun Exposed (Lower leg),96120000.0,1.674989596337911,0.04161464835622139,0.0
GTEX-XPVG-2826-SM-4B66J,G34419.GTEX-XPVG-2826-SM-4B66J.3,GTEX-XPVG,Nerve - Tibial,85786666.0,1.76018030587644,0.6294684537571374,1.55759765168
GTEX-XPVG-2926-SM-4B66G,G34420.GTEX-XPVG-2926-SM-4B66G.3,GTEX-XPVG,Artery - Tibial,93320000.0,1.8324046292327476,0.24646378054007714,0.0
GTEX-XPVG-2126-SM-4B667,G34421.GTEX-XPVG-2126-SM-4B667.3,GTEX-XPVG,Skin - Not Sun Exposed (Suprapubic),70720000.0,1.456447963800905,0.3393665158371041,0.0
GTEX-XPVG-2226-SM-4B65U,G34422.GTEX-XPVG-2226-SM-4B65U.3,GTEX-XPVG,Testis,104706666.0,1.6044823736437182,0.5157264772426237,0.266384463268
GTEX-XMK1-2426-SM-4B66I,G34423.GTEX-XMK1-2426-SM-4B66I.3,GTEX-XMK1,Nerve - Tibial,92200000.0,1.529284164859002,2.592190889370933,2.31908467272
GTEX-XMK1-2526-SM-4B666,G34424.GTEX-XMK1-2526-SM-4B666.3,GTEX-XMK1,Artery - Tibial,99306666.0,1.490332985300302,0.02013963493649057,0.69314718056
GTEX-XOTO-0011-R1B-SM-4B65C,G34425.GTEX-XOTO-0011-R1B-SM-4B65C.3,GTEX-XOTO,Brain - Hippocampus,89240000.0,1.4231286418646347,0.022411474675033616,0.0
GTEX-XOTO-0011-R3A-SM-4B64W,G34426.GTEX-XOTO-0011-R3A-SM-4B64W.3,GTEX-XOTO,Brain - Anterior cingulate cortex (BA24),102840000.0,1.4294049008168028,0.019447685725398678,0.99502699018
GTEX-XOTO-0011-R5A-SM-4B657,G34427.GTEX-XOTO-0011-R5A-SM-4B657.3,GTEX-XOTO,Brain - Caudate (basal ganglia),116600000.0,1.2092624356775301,0.660377358490566,0.0
GTEX-XOTO-0011-R6B-SM-4B65X,G34428.GTEX-XOTO-0011-R6B-SM-4B65X.3,GTEX-XOTO,Brain - Nucleus accumbens (basal ganglia),79773333.0,1.3162293218963284,0.16296172556811686,1.57409733685
GTEX-XOTO-0011-R7B-SM-4B64R,G34429.GTEX-XOTO-0011-R7B-SM-4B64R.3,GTEX-XOTO,Brain - Putamen (basal ganglia),107120000.0,1.241598207617625,0.07468259895444361,0.673011667009
